sale_id,product_id,sale_date,quantity,region
194,8,2024-04-08,1,North
195,24,2024-07-14,4,North
196,9,2024-04-10,3,North
197,28,2024-10-07,4,North
198,9,2024-02-27,2,South
199,15,2024-03-09,3,East
200,23,2024-01-11,2,North
201,50,2024-01-23,1,South
202,39,2024-04-22,5,South
203,49,2024-09-21,1,West
204,31,2024-05-15,1,East
205,45,2024-06-26,1,East
206,42,2024-01-09,1,South
207,3,2024-10-24,3,South
208,44,2024-07-23,1,East
209,14,2024-06-23,2,East
210,8,2024-11-30,2,West
211,31,2024-01-08,1,North
212,8,2024-06-18,4,West
213,45,2024-12-30,1,North
214,24,2024-03-30,1,East
215,7,2024-12-11,1,East
216,12,2024-07-18,3,East
217,6,2024-10-02,1,West
218,6,2024-02-06,2,North
219,23,2024-06-25,1,South
220,4,2024-05-05,3,East
221,26,2024-10-14,1,North
222,21,2024-06-23,1,West
223,11,2024-04-01,3,North
224,2,2024-12-02,1,East
225,11,2024-08-28,1,East
226,17,2024-10-23,1,South
227,16,2024-02-01,1,North
228,2,2024-11-02,2,North
229,22,2024-11-22,1,West
230,22,2024-07-15,5,South
231,28,2024-04-19,3,West
232,27,2024-05-23,4,South
233,46,2024-08-16,3,East
234,3,2024-09-22,2,East
235,35,2024-08-27,1,North
236,3,2024-03-30,5,East
237,2,2024-08-11,1,North
238,6,2024-05-07,1,North
239,2,2024-02-10,2,East
240,35,2024-07-09,1,West
241,2,2024-11-02,1,South
242,30,2024-09-19,1,North
243,13,2024-06-30,1,East
244,1,2024-11-02,1,South
245,33,2024-01-23,2,South
246,13,2024-11-09,1,West
247,8,2024-04-18,1,West
248,49,2024-03-02,1,South
249,41,2024-03-28,1,North
250,17,2024-10-28,1,South
251,34,2024-04-16,3,North
252,24,2024-12-12,2,West
253,7,2024-11-13,2,East
254,29,2024-09-22,1,West
255,23,2024-10-02,4,West
256,33,2024-05-05,2,North
257,5,2024-03-10,3,North
258,39,2024-03-28,1,South
259,38,2024-09-25,1,East
260,19,2024-01-09,1,East
261,2,2024-11-02,2,East
262,10,2024-07-03,1,West
263,27,2024-06-27,1,South
264,23,2024-06-24,1,East
265,15,2024-05-22,2,North
266,45,2024-09-04,2,West
267,42,2024-05-22,1,South
268,40,2024-04-20,1,North
269,30,2024-09-24,1,East
270,50,2024-01-08,4,South
271,18,2024-11-14,2,South
272,34,2024-07-18,3,South
273,24,2024-10-01,1,North
274,7,2024-09-19,1,West
275,29,2024-06-05,4,West
276,34,2024-10-26,2,North
277,2,2024-11-09,2,East
278,23,2024-05-05,1,North
279,47,2024-11-25,3,South
280,7,2024-12-27,2,South
281,31,2024-10-16,3,East
282,25,2024-04-21,3,West
283,47,2024-05-10,1,South
284,6,2024-10-28,1,South
285,28,2024-09-29,2,South
286,37,2024-04-17,1,East
287,6,2024-02-24,3,East
288,10,2024-09-06,1,North
289,26,2024-02-05,1,East
290,14,2024-08-30,2,East
291,28,2024-10-27,3,East
292,29,2024-03-28,1,South
293,27,2024-03-13,1,East
294,30,2024-07-10,1,North
295,32,2024-04-19,2,North
296,30,2024-08-14,1,North
297,6,2024-12-11,1,West
298,2,2024-09-02,1,North
299,35,2024-05-07,2,South
300,42,2024-03-12,1,West
301,39,2024-11-28,2,East
302,2,2024-12-22,3,West
303,49,2024-01-17,1,West
304,1,2024-03-09,3,East
305,18,2024-04-09,1,South
306,21,2024-08-29,1,West
307,32,2024-12-12,4,North
308,38,2024-02-07,2,East
309,19,2024-09-13,1,North
310,14,2024-08-29,3,West
311,3,2024-06-17,2,West
312,38,2024-10-18,2,West
313,13,2024-01-18,2,North
314,34,2024-09-12,1,South
315,22,2024-08-31,1,North
316,50,2024-08-19,2,South
317,49,2024-01-30,2,West
318,15,2024-04-27,1,South
319,4,2024-11-23,1,East
320,37,2024-08-28,1,East
321,34,2024-02-19,1,North
322,9,2024-12-11,2,South
323,1,2024-06-12,3,South
324,26,2024-08-09,1,West
325,31,2024-07-13,3,South
326,23,2024-02-04,2,South
327,44,2024-11-11,3,North
328,23,2024-10-06,1,East
329,46,2024-12-18,3,South
330,16,2024-02-09,2,East
331,35,2024-02-19,1,West
332,7,2024-09-24,1,North
333,16,2024-08-24,2,East
334,3,2024-12-17,5,East
335,5,2024-08-08,3,West
336,5,2024-12-20,2,East
337,41,2024-09-05,1,North
338,39,2024-03-23,1,South
339,26,2024-06-25,2,West
340,12,2024-12-26,1,East
341,38,2024-06-07,1,North
342,38,2024-01-01,1,West
343,16,2024-05-09,1,North
344,38,2024-03-07,1,East
345,22,2024-10-19,2,South
346,15,2024-04-02,2,South
347,4,2024-04-17,2,North
348,3,2024-06-15,1,East
349,9,2024-12-29,2,West
350,48,2024-05-06,3,East
351,6,2024-12-07,3,East
352,1,2024-01-28,2,North
353,28,2024-11-07,1,West
354,15,2024-04-03,2,North
355,46,2024-10-31,3,East
356,43,2024-08-14,1,East
357,15,2024-07-25,1,West
358,23,2024-05-13,1,South
359,45,2024-09-06,2,South
360,16,2024-07-09,2,West
361,47,2024-12-05,1,East
362,40,2024-06-02,1,East
363,19,2024-03-30,1,North
364,28,2024-05-31,2,South
365,41,2024-08-17,3,West
366,26,2024-03-31,1,West
367,30,2024-10-31,1,North
368,32,2024-10-14,2,South
369,7,2024-01-18,1,West
370,15,2024-09-24,2,South
371,7,2024-12-17,5,West
372,7,2024-03-02,1,South
373,36,2024-04-14,1,North
374,36,2024-03-15,2,South
375,50,2024-12-30,1,South
376,24,2024-01-14,1,North
377,13,2024-02-03,2,East
378,44,2024-07-26,3,South
379,21,2024-06-14,1,North
380,26,2024-10-20,2,East
381,1,2024-11-11,3,North
382,10,2024-06-30,3,West
383,22,2024-08-26,1,West
384,23,2024-08-30,1,West
385,38,2024-04-06,1,North
386,38,2024-03-02,2,South
387,19,2024-09-09,1,West
388,25,2024-10-02,1,East
389,1,2024-01-22,5,North
390,28,2024-01-27,1,East
391,8,2024-11-01,1,South
392,36,2024-08-13,1,South
393,43,2024-03-08,1,West
394,17,2024-01-01,1,North
395,26,2024-01-25,1,West
396,5,2024-10-20,1,South
397,9,2024-11-24,2,East
398,8,2024-10-27,2,North
399,22,2024-02-01,4,South
400,29,2024-07-02,2,North
401,25,2024-08-16,2,South
402,7,2024-08-21,1,East
403,48,2024-03-27,1,West
404,14,2024-07-19,2,East
405,11,2024-01-14,1,West
406,4,2024-01-30,4,North
407,40,2024-09-28,1,North
408,10,2024-01-21,1,East
409,49,2024-03-29,1,North
410,45,2024-03-10,2,East
411,44,2024-04-12,2,East
412,48,2024-09-05,2,North
413,36,2024-03-06,1,East
414,8,2024-12-27,1,South
415,25,2024-10-01,1,South
416,9,2024-02-28,1,West
417,37,2024-09-22,2,South
418,23,2024-06-28,1,East
419,48,2024-04-26,3,South
420,10,2024-11-03,2,West
421,33,2024-01-10,3,East
422,45,2024-04-16,3,North
423,5,2024-11-30,2,North
424,44,2024-06-11,2,East
425,14,2024-07-27,1,South
426,7,2024-08-07,4,South
427,23,2024-09-05,1,West
428,26,2024-07-05,3,South
429,4,2024-12-18,4,South
430,45,2024-01-12,1,East
431,38,2024-02-19,1,East
432,34,2024-11-25,2,South
433,18,2024-07-22,3,West
434,34,2024-04-12,1,North
435,46,2024-04-27,2,West
436,25,2024-02-05,1,East
437,24,2024-07-01,1,South
438,21,2024-06-17,2,West
439,17,2024-06-24,2,South
440,24,2024-08-13,1,North
441,5,2024-03-08,1,South
442,30,2024-06-14,2,East
443,22,2024-02-01,1,South
444,1,2024-05-02,1,West
445,43,2024-11-03,1,West
446,37,2024-11-30,3,South
447,30,2024-06-03,2,East
448,4,2024-02-07,3,South
449,37,2024-08-15,3,East
450,42,2024-01-09,5,West
451,2,2024-07-17,3,East
452,1,2024-12-27,1,South
453,27,2024-05-15,1,South
454,44,2024-06-07,2,West
455,10,2024-07-19,1,West
456,21,2024-02-02,1,West
457,35,2024-03-28,4,East
458,14,2024-08-28,1,North
459,33,2024-12-05,1,South
460,8,2024-07-25,1,East
461,5,2024-05-15,1,East
462,18,2024-03-15,5,East
463,9,2024-08-20,2,East
464,26,2024-04-18,2,South
465,32,2024-12-23,2,East
466,11,2024-09-08,1,North
467,1,2024-09-03,2,East
468,34,2024-11-24,1,North
469,21,2024-06-09,2,South
470,40,2024-12-29,1,South
471,7,2024-10-29,1,North
472,33,2024-04-09,3,South
473,24,2024-02-12,3,North
474,6,2024-12-08,1,North
475,35,2024-06-24,1,North
476,7,2024-06-02,1,North
477,16,2024-09-05,3,South
478,14,2024-06-26,2,North
479,34,2024-05-31,1,South
480,41,2024-12-25,1,West
481,43,2024-09-16,4,North
482,23,2024-10-17,2,South
483,24,2024-06-25,3,South
484,1,2024-02-27,2,East
485,22,2024-02-16,3,South
486,24,2024-09-24,2,East
487,29,2024-06-02,2,North
488,15,2024-03-21,1,South
489,44,2024-10-30,2,South
490,42,2024-10-14,2,North
491,5,2024-11-26,3,West
492,33,2024-05-27,3,East
493,17,2024-09-10,1,West
494,22,2024-10-06,2,East
495,14,2024-10-30,3,South
496,40,2024-05-09,2,North
497,18,2024-09-07,1,West
498,49,2024-01-05,1,South
499,27,2024-07-31,2,East
500,43,2024-07-06,3,East
501,9,2024-12-30,1,South
502,25,2024-10-01,2,South
503,41,2024-08-18,3,West
504,7,2024-05-31,2,West
505,48,2024-11-03,4,West
506,37,2024-09-25,2,West
507,37,2024-03-01,1,North
508,36,2024-10-30,3,East
509,23,2024-05-09,1,South
510,27,2024-03-15,1,East
511,24,2024-06-12,2,South
512,3,2024-11-09,1,West
513,21,2024-06-11,1,East
514,4,2024-04-25,1,South
515,19,2024-01-10,1,West
516,24,2024-10-30,1,North
517,12,2024-09-12,2,North
518,23,2024-07-16,1,North
519,5,2024-09-10,1,East
520,19,2024-09-26,2,West
521,22,2024-08-10,1,North
522,30,2024-03-15,3,North
523,33,2024-04-22,2,East
524,41,2024-06-01,1,South
525,15,2024-05-29,3,West
526,44,2024-08-27,1,East
527,8,2024-05-07,1,North
528,28,2024-11-17,1,North
529,30,2024-04-15,1,East
530,1,2024-11-20,1,North
531,11,2024-03-13,1,South
532,17,2024-03-06,4,East
533,8,2024-11-13,1,East
534,24,2024-06-16,1,West
535,43,2024-11-30,2,East
536,28,2024-10-17,3,North
537,15,2024-12-07,2,North
538,4,2024-12-14,1,East
539,16,2024-10-09,2,West
540,32,2024-01-24,2,North
541,16,2024-10-14,1,North
542,7,2024-01-12,1,South
543,41,2024-07-29,1,North
544,6,2024-02-02,1,West
545,39,2024-11-01,2,East
546,50,2024-09-06,1,East
547,27,2024-07-18,2,West
548,21,2024-08-14,1,North
549,19,2024-10-14,2,North
550,13,2024-12-27,2,South
551,46,2024-04-14,1,North
552,45,2024-04-24,1,North
553,37,2024-10-15,1,East
554,25,2024-06-26,3,South
555,10,2024-01-06,3,East
556,39,2024-02-08,2,East
557,30,2024-12-25,2,East
558,50,2024-07-02,2,South
559,29,2024-08-18,1,West
560,13,2024-06-01,1,South
561,5,2024-12-17,3,West
562,41,2024-01-29,2,East
563,25,2024-07-22,3,South
564,31,2024-11-30,3,North
565,18,2024-12-24,2,East
566,23,2024-04-06,3,North
567,23,2024-09-18,2,East
568,5,2024-12-30,5,South
569,40,2024-10-15,3,West
570,43,2024-10-11,4,North
571,31,2024-12-31,2,West
572,3,2024-02-19,3,East
573,17,2024-04-24,3,South
574,42,2024-02-28,1,North
575,12,2024-08-11,1,South
576,38,2024-10-16,2,West
577,5,2024-01-03,1,East
578,1,2024-10-20,5,North
579,28,2024-11-09,1,South
580,7,2024-01-11,3,East
581,25,2024-11-20,1,West
582,44,2024-08-28,1,East
583,39,2024-12-09,4,West
584,5,2024-04-01,1,North
585,1,2024-12-15,1,South
586,48,2024-11-13,2,North
587,34,2024-05-12,1,South
588,9,2024-11-21,3,East
589,42,2024-03-03,5,South
590,30,2024-08-25,2,West
591,1,2024-12-04,1,South
592,43,2024-05-20,1,North
593,40,2024-05-25,1,North
594,41,2024-03-30,2,West
595,10,2024-10-23,3,South
596,17,2024-08-13,1,East
597,49,2024-04-03,2,East
598,28,2024-12-02,3,West
599,21,2024-09-15,2,West
600,29,2024-02-05,1,South
601,50,2024-02-13,1,West
602,15,2024-08-30,2,West
603,15,2024-03-06,1,East
604,38,2024-10-01,1,South
605,25,2024-08-11,1,North
606,49,2024-11-10,1,North
607,2,2024-11-21,2,West
608,27,2024-09-15,3,North
609,46,2024-09-16,1,North
610,20,2024-09-20,5,West
611,38,2024-02-17,3,East
612,44,2024-09-14,3,North
613,29,2024-06-25,4,West
614,40,2024-06-10,2,East
615,5,2024-05-25,3,North
616,46,2024-12-17,1,East
617,3,2024-02-02,1,West
618,4,2024-01-04,2,West
619,1,2024-03-22,2,East
620,15,2024-11-29,4,West
621,2,2024-01-07,4,East
622,16,2024-04-20,3,East
623,11,2024-06-13,1,East
624,13,2024-04-13,3,West
625,31,2024-03-28,3,South
626,44,2024-04-13,2,East
627,39,2024-10-15,1,East
628,1,2024-09-26,2,South
629,23,2024-08-22,1,North
630,46,2024-01-23,1,South
631,32,2024-12-17,1,North
632,15,2024-05-09,3,South
633,23,2024-03-21,1,East
634,23,2024-07-16,1,East
635,18,2024-07-04,3,East
636,2,2024-05-25,5,West
637,26,2024-09-11,1,East
638,5,2024-11-28,4,West
639,38,2024-05-22,1,West
640,10,2024-11-01,1,East
641,27,2024-06-04,1,East
642,2,2024-03-03,1,South
643,50,2024-04-23,1,West
644,44,2024-07-28,1,West
645,20,2024-08-23,1,West
646,16,2024-09-01,1,North
647,50,2024-11-10,3,West
648,12,2024-03-05,2,North
649,5,2024-11-07,3,East
650,8,2024-12-06,1,North
651,1,2024-01-07,2,South
652,29,2024-12-20,3,West
653,39,2024-04-14,1,West
654,7,2024-06-24,4,North
655,3,2024-12-15,5,South
656,33,2024-11-02,2,East
657,46,2024-02-25,1,North
658,45,2024-04-05,1,West
659,33,2024-12-18,2,West
660,10,2024-10-16,2,North
661,34,2024-04-11,4,West
662,19,2024-05-01,2,North
663,25,2024-08-24,1,South
664,33,2024-07-06,1,South
665,27,2024-08-14,1,East
666,15,2024-12-08,4,East
667,12,2024-04-14,1,North
668,16,2024-02-25,4,East
669,10,2024-11-05,1,North
670,40,2024-02-06,2,East
671,29,2024-06-19,1,East
672,46,2024-12-11,1,North
673,29,2024-07-15,1,South
674,30,2024-08-17,3,North
675,1,2024-05-25,2,North
676,46,2024-05-23,4,South
677,22,2024-08-15,2,North
678,38,2024-07-15,3,North
679,46,2024-04-11,1,East
680,6,2024-04-06,1,East
681,18,2024-03-04,1,East
682,11,2024-03-29,2,West
683,19,2024-08-05,2,South
684,23,2024-10-31,2,South
685,46,2024-10-24,1,East
686,23,2024-06-18,3,South
687,2,2024-12-12,2,East
688,28,2024-06-30,1,West
689,11,2024-09-19,2,East
690,2,2024-03-29,1,West
691,29,2024-09-22,1,East
692,37,2024-07-30,4,West
693,24,2024-09-26,1,South
694,39,2024-11-27,1,North
695,29,2024-01-18,1,East
696,30,2024-12-29,1,North
697,15,2024-02-06,2,South
698,37,2024-01-17,4,East
699,22,2024-08-13,2,East
700,27,2024-10-21,2,East
701,39,2024-08-28,4,West
702,34,2024-04-26,1,North
703,43,2024-03-23,1,East
704,17,2024-01-28,3,East
705,15,2024-09-02,3,West
706,14,2024-01-16,1,North
707,13,2024-03-03,2,West
708,26,2024-07-14,2,West
709,44,2024-06-21,3,East
710,2,2024-09-06,1,North
711,33,2024-08-16,3,North
712,4,2024-12-18,5,North
713,27,2024-06-16,1,South
714,23,2024-07-17,1,East
715,4,2024-03-16,3,South
716,8,2024-02-22,1,East
717,38,2024-05-10,2,East
718,2,2024-11-29,2,North
719,5,2024-02-29,3,North
720,29,2024-12-09,1,South
721,8,2024-05-02,1,West
722,30,2024-09-23,2,North
723,37,2024-02-25,1,South
724,22,2024-05-13,2,North
725,21,2024-06-16,1,North
726,25,2024-08-31,1,East
727,17,2024-10-30,1,East
728,26,2024-09-29,1,West
729,7,2024-02-02,1,South
730,4,2024-12-25,2,East
731,8,2024-10-14,1,South
732,3,2024-12-09,1,West
733,21,2024-12-01,2,East
734,2,2024-11-14,2,South
735,14,2024-07-30,2,South
736,4,2024-11-07,1,East
737,32,2024-04-06,1,North
738,26,2024-04-20,4,North
739,36,2024-10-24,3,East
740,11,2024-07-23,3,South
741,4,2024-03-26,2,South
742,48,2024-06-09,5,East
743,40,2024-03-31,1,East
744,40,2024-07-12,2,South
745,24,2024-07-23,1,North
746,6,2024-04-06,2,North
747,27,2024-06-11,2,East
748,18,2024-06-07,4,East
749,14,2024-02-22,1,South
750,17,2024-05-11,2,East
751,31,2024-10-16,1,East
752,26,2024-06-07,2,East
753,27,2024-06-25,1,South
754,8,2024-11-16,1,East
755,6,2024-05-15,1,South
756,3,2024-08-07,3,West
757,28,2024-04-21,1,South
758,3,2024-09-03,2,South
759,49,2024-08-28,1,West
760,48,2024-06-25,2,South
761,5,2024-07-07,1,West
762,9,2024-03-13,2,South
763,34,2024-01-11,4,West
764,3,2024-12-17,1,East
765,26,2024-08-18,5,West
766,20,2024-07-28,4,South
767,46,2024-11-20,1,West
768,27,2024-03-01,2,North
769,29,2024-07-16,2,West
770,10,2024-11-12,1,West
771,2,2024-05-14,1,East
772,17,2024-07-05,2,West
773,35,2024-04-26,2,North
774,20,2024-09-02,3,North
775,50,2024-09-27,1,East
776,34,2024-12-03,3,South
777,12,2024-05-22,1,South
778,27,2024-12-08,1,East
779,36,2024-08-02,2,East
780,4,2024-05-16,2,North
781,10,2024-10-26,1,North
782,14,2024-01-23,2,South
783,49,2024-10-01,2,South
784,31,2024-04-24,1,North
785,24,2024-09-20,1,East
786,49,2024-03-28,1,West
787,21,2024-04-27,4,South
788,43,2024-01-31,1,East
789,33,2024-01-31,4,South
790,47,2024-09-06,1,East
791,15,2024-05-25,3,East
792,41,2024-02-21,2,West
793,25,2024-08-19,3,South
794,12,2024-12-11,3,South
795,21,2024-10-07,2,South
796,38,2024-01-31,1,South
797,40,2024-10-27,2,East
798,12,2024-05-26,2,West
799,31,2024-10-23,2,West
800,26,2024-12-06,1,East
801,10,2024-01-11,2,West
802,47,2024-09-04,1,South
803,20,2024-06-19,1,South
804,40,2024-01-06,3,West
805,36,2024-05-11,3,East
806,9,2024-09-23,3,West
807,2,2024-01-07,4,West
808,8,2024-12-28,3,South
809,13,2024-06-02,2,West
810,32,2024-03-27,1,West
811,23,2024-05-11,1,North
812,5,2024-04-08,1,North
813,40,2024-01-08,2,North
814,23,2024-06-02,1,South
815,6,2024-01-28,1,North
816,4,2024-02-09,2,North
817,27,2024-04-09,3,East
818,29,2024-12-08,3,East
819,19,2024-04-17,1,South
820,50,2024-06-24,3,North
821,46,2024-01-07,1,South
822,6,2024-03-05,1,East
823,35,2024-09-26,1,South
824,14,2024-12-23,1,North
825,47,2024-07-20,2,South
826,17,2024-01-21,1,North
827,12,2024-11-19,1,West
828,21,2024-12-01,3,North
829,38,2024-09-29,1,West
830,5,2024-01-10,1,West
831,13,2024-12-03,1,South
832,40,2024-07-19,2,South
833,30,2024-08-18,2,East
834,3,2024-12-23,2,South
835,43,2024-05-06,1,West
836,5,2024-05-03,1,East
837,41,2024-11-28,2,South
838,19,2024-03-14,1,East
839,27,2024-07-07,1,South
840,32,2024-09-30,1,East
841,10,2024-04-01,2,West
842,2,2024-06-15,4,East
843,26,2024-05-04,1,West
844,12,2024-03-10,1,South
845,30,2024-03-17,4,South
846,6,2024-07-12,1,North
847,9,2024-03-23,2,South
848,33,2024-04-15,2,South
849,38,2024-06-30,2,West
850,38,2024-02-22,2,East
851,43,2024-12-03,3,South
852,19,2024-05-02,1,North
853,36,2024-05-07,2,East
854,42,2024-12-04,1,South
855,22,2024-07-20,4,West
856,40,2024-04-03,2,South
857,1,2024-12-24,4,South
858,11,2024-05-23,1,North
859,6,2024-11-29,1,East
860,32,2024-02-28,2,South
861,42,2024-09-04,1,South
862,33,2024-02-26,3,East
863,33,2024-04-03,1,West
864,48,2024-10-11,2,West
865,42,2024-09-29,3,East
866,33,2024-11-18,1,West
867,4,2024-11-04,5,West
868,20,2024-03-31,1,North
869,19,2024-02-15,4,West
870,46,2024-08-26,1,North
871,44,2024-04-05,1,West
872,49,2024-11-05,4,West
873,13,2024-03-21,2,South
874,44,2024-01-30,1,South
875,21,2024-09-02,2,East
876,50,2024-01-25,2,South
877,21,2024-06-03,5,East
878,20,2024-10-09,1,West
879,43,2024-02-19,3,East
880,22,2024-12-19,1,South
881,14,2024-08-17,4,West
882,18,2024-09-19,1,West
883,32,2024-05-17,1,East
884,47,2024-12-03,2,South
885,17,2024-07-13,4,West
886,21,2024-07-15,1,East
887,20,2024-07-26,1,East
888,3,2024-12-15,1,South
889,29,2024-10-28,3,North
890,9,2024-09-18,1,North
891,15,2024-03-15,1,North
892,48,2024-07-13,1,West
893,23,2024-09-29,3,North
894,13,2024-04-07,1,East
895,12,2024-01-14,1,South
896,31,2024-05-12,1,North
897,48,2024-09-10,1,South
898,44,2024-09-10,2,West
899,23,2024-04-21,1,East
900,22,2024-05-09,1,West
901,29,2024-07-19,1,East
902,2,2024-10-29,1,South
903,25,2024-06-26,2,South
904,21,2024-04-13,3,North
905,50,2024-08-07,3,South
906,1,2024-05-31,1,South
907,29,2024-07-30,2,East
908,9,2024-04-11,1,East
909,43,2024-10-05,2,East
910,43,2024-05-25,2,South
911,21,2024-06-24,1,West
912,48,2024-02-20,1,West
913,49,2024-07-13,1,East
914,30,2024-11-26,1,West
915,47,2024-10-18,2,East
916,6,2024-05-04,2,East
917,14,2024-05-12,1,South
918,24,2024-07-08,2,South
919,11,2024-08-15,4,South
920,47,2024-11-02,3,East
921,41,2024-10-22,1,North
922,10,2024-04-17,1,North
923,20,2024-11-25,1,West
924,29,2024-01-21,5,West
925,45,2024-01-07,4,East
926,7,2024-08-20,4,South
927,7,2024-04-08,1,West
928,24,2024-01-02,1,East
929,45,2024-03-21,1,North
930,5,2024-12-31,3,North
